,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,date
13738,CF409P17000,"1,939.00  ","1,869.00  ","1,869.00  ","1,869.00  ","1,869.00  ","1,868.00  ",-70.00    ,-71.00    ,3         ,45        ,0         ,2.80        ,-0.7452   ,16.61     ,0,2023-12-21
13739,CF409P17200,"2,103.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,028.00  ",-75.00    ,-75.00    ,0         ,41        ,0         ,0.00        ,-0.7727   ,16.65     ,0,2023-12-21
13740,CF409P17400,"2,269.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,194.00  ",-75.00    ,-75.00    ,0         ,12        ,0         ,0.00        ,-0.7972   ,16.69     ,0,2023-12-21
13741,CF409P17600,"2,439.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,362.00  ",-77.00    ,-77.00    ,0         ,15        ,0         ,0.00        ,-0.8218   ,16.73     ,0,2023-12-21
13742,CF409P17800,"2,615.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,537.00  ",-78.00    ,-78.00    ,0         ,18        ,0         ,0.00        ,-0.8418   ,16.77     ,0,2023-12-21
13743,CF409P18000,"2,791.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,714.00  ",-77.00    ,-77.00    ,0         ,30        ,0         ,0.00        ,-0.8618   ,16.82     ,0,2023-12-21
13744,CF409P18200,"2,973.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,894.00  ",-79.00    ,-79.00    ,0         ,30        ,0         ,0.00        ,-0.8798   ,16.87     ,0,2023-12-21
13745,CF409P18400,"3,157.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,077.00  ",-80.00    ,-80.00    ,0         ,30        ,0         ,0.00        ,-0.8955   ,16.93     ,0,2023-12-21
13746,CF403C12800,"2,455.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,521.00  ",66.00     ,66.00     ,0         ,0         ,0         ,0.00        ,0.9927    ,20.95     ,0,2023-12-22
13747,CF403C13000,"2,258.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,323.00  ",65.00     ,65.00     ,0         ,0         ,0         ,0.00        ,0.9875    ,20.31     ,0,2023-12-22
13748,CF403C13200,"2,061.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,125.00  ",64.00     ,64.00     ,0         ,0         ,0         ,0.00        ,0.9810    ,19.67     ,0,2023-12-22
13749,CF403C13400,"1,866.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,929.00  ",63.00     ,63.00     ,0         ,0         ,0         ,0.00        ,0.9717    ,19.03     ,0,2023-12-22
13750,CF403C13600,"1,672.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,734.00  ",62.00     ,62.00     ,0         ,0         ,0         ,0.00        ,0.9592    ,18.39     ,0,2023-12-22
13751,CF403C13800,"1,481.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,542.00  ",61.00     ,61.00     ,0         ,30        ,0         ,0.00        ,0.9430    ,17.74     ,0,2023-12-22
13752,CF403C14000,"1,293.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,352.00  ",59.00     ,59.00     ,0         ,53        ,0         ,0.00        ,0.9215    ,17.10     ,0,2023-12-22
13753,CF403C14200,"1,108.00  ","1,105.00  ","1,225.00  ","1,023.00  ","1,225.00  ","1,167.00  ",117.00    ,59.00     ,40        ,222       ,-3        ,23.04       ,0.8924    ,16.47     ,0,2023-12-22
13754,CF403C14400,930.00    ,937.00    ,"1,107.00  ",863.00    ,"1,051.00  ",987.00    ,121.00    ,57.00     ,284       ,242       ,-10       ,140.02      ,0.8534    ,15.85     ,0,2023-12-22
13755,CF403C14600,759.00    ,761.00    ,898.00    ,721.00    ,856.00    ,816.00    ,97.00     ,57.00     ,279       ,404       ,11        ,115.64      ,0.8030    ,15.25     ,0,2023-12-22
13756,CF403C14800,601.00    ,578.00    ,743.00    ,578.00    ,707.00    ,655.00    ,106.00    ,54.00     ,110       ,670       ,28        ,37.94       ,0.7390    ,14.68     ,0,2023-12-22
13757,CF403C15000,460.00    ,469.00    ,608.00    ,404.00    ,522.00    ,508.00    ,62.00     ,48.00     ,"1,650     ","1,828     ",528       ,389.74      ,0.6604    ,14.16     ,0,2023-12-22
13758,CF403C15200,340.00    ,343.00    ,467.00    ,296.00    ,428.00    ,381.00    ,88.00     ,41.00     ,"2,621     ","2,678     ",476       ,493.12      ,0.5681    ,13.72     ,0,2023-12-22
13759,CF403C15400,244.00    ,248.00    ,342.00    ,210.00    ,313.00    ,273.00    ,69.00     ,29.00     ,"4,558     ","4,741     ",676       ,621.55      ,0.4677    ,13.37     ,0,2023-12-22
13760,CF403C15600,173.00    ,173.00    ,248.00    ,146.00    ,218.00    ,188.00    ,45.00     ,15.00     ,"9,353     ","3,784     ",158       ,925.45      ,0.3667    ,13.16     ,0,2023-12-22
13761,CF403C15800,123.00    ,119.00    ,172.00    ,99.00     ,153.00    ,126.00    ,30.00     ,3.00      ,"10,633    ","9,017     ","1,004     ",713.75      ,0.2747    ,13.10     ,0,2023-12-22
13762,CF403C16000,88.00     ,80.00     ,116.00    ,67.00     ,105.00    ,84.00     ,17.00     ,-4.00     ,"18,628    ","18,471    ","1,743     ",834.76      ,0.2000    ,13.20     ,0,2023-12-22
13763,CF403C16200,64.00     ,53.00     ,79.00     ,45.00     ,72.00     ,57.00     ,8.00      ,-7.00     ,"8,685     ","7,661     ",170       ,268.63      ,0.1433    ,13.47     ,0,2023-12-22
13764,CF403C16400,47.00     ,35.00     ,54.00     ,31.00     ,48.00     ,39.00     ,1.00      ,-8.00     ,"14,439    ","6,588     ",794       ,313.66      ,0.1028    ,13.87     ,0,2023-12-22
13765,CF403C16600,35.00     ,23.00     ,36.00     ,22.00     ,33.00     ,28.00     ,-2.00     ,-7.00     ,"9,026     ","4,140     ",271       ,130.53      ,0.0748    ,14.39     ,0,2023-12-22
13766,CF403C16800,28.00     ,16.00     ,24.00     ,14.00     ,22.00     ,20.00     ,-6.00     ,-8.00     ,"7,052     ","5,489     ",-15       ,66.98       ,0.0550    ,14.97     ,0,2023-12-22
13767,CF403C17000,21.00     ,14.00     ,19.00     ,12.00     ,19.00     ,15.00     ,-2.00     ,-6.00     ,"7,989     ","13,512    ",565       ,62.37       ,0.0421    ,15.61     ,0,2023-12-22
13768,CF403C17200,17.00     ,9.00      ,13.00     ,8.00      ,12.00     ,12.00     ,-5.00     ,-5.00     ,"3,251     ","4,990     ",308       ,17.37       ,0.0326    ,16.26     ,0,2023-12-22
13769,CF403C17400,13.00     ,9.00      ,11.00     ,8.00      ,10.00     ,9.00      ,-3.00     ,-4.00     ,630       ,"3,938     ",11        ,2.93        ,0.0254    ,16.93     ,0,2023-12-22
13770,CF403C17600,11.00     ,7.00      ,9.00      ,6.00      ,9.00      ,8.00      ,-2.00     ,-3.00     ,271       ,"4,146     ",1         ,0.97        ,0.0204    ,17.59     ,0,2023-12-22
13771,CF403C17800,9.00      ,8.00      ,8.00      ,7.00      ,8.00      ,6.00      ,-1.00     ,-3.00     ,70        ,"2,285     ",-8        ,0.26        ,0.0164    ,18.25     ,0,2023-12-22
13772,CF403C18000,7.00      ,7.00      ,8.00      ,6.00      ,8.00      ,5.00      ,1.00      ,-2.00     ,149       ,"6,781     ",26        ,0.52        ,0.0133    ,18.89     ,0,2023-12-22
13773,CF403C18200,6.00      ,7.00      ,7.00      ,7.00      ,7.00      ,4.00      ,1.00      ,-2.00     ,3         ,"4,267     ",0         ,0.01        ,0.0111    ,19.52     ,0,2023-12-22
13774,CF403C18400,5.00      ,7.00      ,7.00      ,7.00      ,7.00      ,3.00      ,2.00      ,-2.00     ,31        ,"2,226     ",25        ,0.11        ,0.0089    ,20.14     ,0,2023-12-22
13775,CF403C18600,4.00      ,6.00      ,6.00      ,6.00      ,6.00      ,3.00      ,2.00      ,-1.00     ,50        ,"1,465     ",-22       ,0.12        ,0.0075    ,20.74     ,0,2023-12-22
13776,CF403C18800,3.00      ,0.00      ,0.00      ,0.00      ,0.00      ,3.00      ,0.00      ,0.00      ,0         ,"1,524     ",0         ,0.00        ,0.0063    ,21.32     ,0,2023-12-22
13777,CF403C19000,3.00      ,9.00      ,9.00      ,9.00      ,9.00      ,2.00      ,6.00      ,-1.00     ,20        ,"2,025     ",0         ,0.09        ,0.0052    ,21.89     ,0,2023-12-22
13778,CF403C19200,2.00      ,6.00      ,6.00      ,5.00      ,6.00      ,2.00      ,4.00      ,0.00      ,32        ,"2,304     ",0         ,0.09        ,0.0044    ,22.44     ,0,2023-12-22
13779,CF403C19400,2.00      ,0.00      ,0.00      ,0.00      ,0.00      ,2.00      ,0.00      ,0.00      ,0         ,"1,116     ",0         ,0.00        ,0.0038    ,22.98     ,0,2023-12-22
13780,CF403C19600,2.00      ,3.00      ,7.00      ,3.00      ,7.00      ,1.00      ,5.00      ,-1.00     ,19        ,"2,158     ",-12       ,0.04        ,0.0032    ,23.50     ,0,2023-12-22
13781,CF403C19800,1.00      ,4.00      ,6.00      ,4.00      ,6.00      ,1.00      ,5.00      ,0.00      ,62        ,"3,338     ",-20       ,0.11        ,0.0026    ,24.01     ,0,2023-12-22
13782,CF403P12800,9.00      ,7.00      ,7.00      ,4.00      ,5.00      ,5.00      ,-4.00     ,-4.00     ,204       ,"1,200     ",5         ,0.61        ,-0.0106   ,20.95     ,0,2023-12-22
13783,CF403P13000,12.00     ,8.00      ,8.00      ,6.00      ,6.00      ,7.00      ,-6.00     ,-5.00     ,88        ,"1,467     ",-38       ,0.31        ,-0.0151   ,20.31     ,0,2023-12-22
13784,CF403P13200,16.00     ,12.00     ,13.00     ,9.00      ,9.00      ,9.00      ,-7.00     ,-7.00     ,"1,437     ","2,003     ",-168      ,7.38        ,-0.0207   ,19.67     ,0,2023-12-22
13785,CF403P13400,21.00     ,16.00     ,19.00     ,11.00     ,12.00     ,13.00     ,-9.00     ,-8.00     ,"2,364     ","1,282     ",39        ,17.88       ,-0.0293   ,19.03     ,0,2023-12-22
13786,CF403P13600,27.00     ,23.00     ,27.00     ,15.00     ,15.00     ,18.00     ,-12.00    ,-9.00     ,"5,700     ","4,393     ",-355      ,57.54       ,-0.0410   ,18.39     ,0,2023-12-22
13787,CF403P13800,35.00     ,32.00     ,37.00     ,21.00     ,22.00     ,26.00     ,-13.00    ,-9.00     ,"3,763     ","7,387     ",-218      ,53.44       ,-0.0565   ,17.74     ,0,2023-12-22
13788,CF403P14000,46.00     ,46.00     ,51.00     ,28.00     ,29.00     ,36.00     ,-17.00    ,-10.00    ,"6,573     ","11,529    ",662       ,120.36      ,-0.0773   ,17.10     ,0,2023-12-22
13789,CF403P14200,62.00     ,60.00     ,70.00     ,38.00     ,40.00     ,50.00     ,-22.00    ,-12.00    ,"3,771     ","4,025     ",-103      ,95.89       ,-0.1058   ,16.47     ,0,2023-12-22
13790,CF403P14400,82.00     ,82.00     ,98.00     ,53.00     ,56.00     ,71.00     ,-26.00    ,-11.00    ,"7,887     ","6,919     ",181       ,270.66      ,-0.1442   ,15.85     ,0,2023-12-22
13791,CF403P14600,112.00    ,113.00    ,132.00    ,72.00     ,75.00     ,99.00     ,-37.00    ,-13.00    ,"7,977     ","6,295     ",884       ,383.10      ,-0.1942   ,15.25     ,0,2023-12-22
13792,CF403P14800,153.00    ,159.00    ,186.00    ,102.00    ,109.00    ,137.00    ,-44.00    ,-16.00    ,"5,943     ","3,141     ",-6        ,415.36      ,-0.2577   ,14.68     ,0,2023-12-22
13793,CF403P15000,211.00    ,220.00    ,255.00    ,146.00    ,153.00    ,190.00    ,-58.00    ,-21.00    ,"8,623     ","4,673     ",224       ,816.36      ,-0.3361   ,14.16     ,0,2023-12-22
13794,CF403P15200,291.00    ,309.00    ,342.00    ,203.00    ,220.00    ,261.00    ,-71.00    ,-30.00    ,"6,061     ","2,683     ",304       ,779.98      ,-0.4282   ,13.72     ,0,2023-12-22
13795,CF403P15400,393.00    ,403.00    ,456.00    ,282.00    ,305.00    ,353.00    ,-88.00    ,-40.00    ,"1,801     ","1,873     ",254       ,301.56      ,-0.5286   ,13.37     ,0,2023-12-22
13796,CF403P15600,522.00    ,575.00    ,575.00    ,385.00    ,414.00    ,467.00    ,-108.00   ,-55.00    ,849       ,"1,112     ",9         ,184.24      ,-0.6297   ,13.16     ,0,2023-12-22
13797,CF403P15800,671.00    ,679.00    ,679.00    ,528.00    ,552.00    ,604.00    ,-119.00   ,-67.00    ,235       ,674       ,-23       ,70.17       ,-0.7220   ,13.10     ,0,2023-12-22
13798,CF403P16000,836.00    ,841.00    ,900.00    ,657.00    ,690.00    ,762.00    ,-146.00   ,-74.00    ,350       ,636       ,45        ,134.44      ,-0.7973   ,13.20     ,0,2023-12-22
13799,CF403P16200,"1,011.00  ","1,081.00  ","1,081.00  ",895.00    ,895.00    ,934.00    ,-116.00   ,-77.00    ,11        ,452       ,9         ,5.02        ,-0.8546   ,13.47     ,0,2023-12-22
13800,CF403P16400,"1,194.00  ","1,187.00  ","1,227.00  ","1,187.00  ","1,224.00  ","1,116.00  ",30.00     ,-78.00    ,28        ,391       ,-18       ,16.97       ,-0.8957   ,13.87     ,0,2023-12-22
13801,CF403P16600,"1,381.00  ","1,417.00  ","1,417.00  ","1,220.00  ","1,220.00  ","1,304.00  ",-161.00   ,-77.00    ,69        ,229       ,-40       ,47.18       ,-0.9246   ,14.39     ,0,2023-12-22
13802,CF403P16800,"1,573.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,496.00  ",-77.00    ,-77.00    ,0         ,315       ,0         ,0.00        ,-0.9451   ,14.97     ,0,2023-12-22
13803,CF403P17000,"1,767.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,691.00  ",-76.00    ,-76.00    ,0         ,248       ,0         ,0.00        ,-0.9587   ,15.61     ,0,2023-12-22
13804,CF403P17200,"1,962.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,888.00  ",-74.00    ,-74.00    ,0         ,183       ,0         ,0.00        ,-0.9689   ,16.26     ,0,2023-12-22
13805,CF403P17400,"2,159.00  ","2,035.00  ","2,035.00  ","2,035.00  ","2,035.00  ","2,085.00  ",-124.00   ,-74.00    ,3         ,194       ,0         ,3.05        ,-0.9768   ,16.93     ,0,2023-12-22
13806,CF403P17600,"2,356.00  ","2,225.00  ","2,225.00  ","2,225.00  ","2,225.00  ","2,284.00  ",-131.00   ,-72.00    ,4         ,272       ,0         ,4.45        ,-0.9824   ,17.59     ,0,2023-12-22
13807,CF403P17800,"2,554.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,482.00  ",-72.00    ,-72.00    ,0         ,355       ,0         ,0.00        ,-0.9871   ,18.25     ,0,2023-12-22
13808,CF403P18000,"2,753.00  ","2,626.00  ","2,626.00  ","2,626.00  ","2,626.00  ","2,681.00  ",-127.00   ,-72.00    ,3         ,332       ,0         ,3.94        ,-0.9908   ,18.89     ,0,2023-12-22
13809,CF403P18200,"2,951.00  ","3,034.00  ","3,034.00  ","2,849.00  ","2,849.00  ","2,881.00  ",-102.00   ,-70.00    ,12        ,153       ,10        ,17.20       ,-0.9938   ,19.52     ,0,2023-12-22
13810,CF403P18400,"3,151.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,080.00  ",-71.00    ,-71.00    ,0         ,43        ,0         ,0.00        ,-0.9966   ,20.14     ,0,2023-12-22
13811,CF403P18600,"3,350.00  ","3,444.00  ","3,444.00  ","3,444.00  ","3,444.00  ","3,280.00  ",94.00     ,-70.00    ,1         ,2         ,0         ,1.72        ,-0.9984   ,20.74     ,0,2023-12-22
13812,CF403P18800,"3,550.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,480.00  ",-70.00    ,-70.00    ,0         ,4         ,0         ,0.00        ,-0.9995   ,21.32     ,0,2023-12-22
13813,CF403P19000,"3,750.00  ","3,844.00  ","3,844.00  ","3,844.00  ","3,844.00  ","3,680.00  ",94.00     ,-70.00    ,1         ,3         ,0         ,1.92        ,-1.0000   ,21.89     ,0,2023-12-22
13814,CF403P19200,"3,950.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,880.00  ",-70.00    ,-70.00    ,0         ,0         ,0         ,0.00        ,-1.0000   ,22.44     ,0,2023-12-22
13815,CF403P19400,"4,150.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,080.00  ",-70.00    ,-70.00    ,0         ,0         ,0         ,0.00        ,-1.0000   ,22.98     ,0,2023-12-22
13816,CF403P19600,"4,350.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,280.00  ",-70.00    ,-70.00    ,0         ,0         ,0         ,0.00        ,-1.0000   ,23.50     ,0,2023-12-22
13817,CF403P19800,"4,550.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,480.00  ",-70.00    ,-70.00    ,0         ,0         ,0         ,0.00        ,-1.0000   ,24.01     ,0,2023-12-22
13818,CF405C12800,"2,467.00  ","2,588.00  ","2,588.00  ","2,577.00  ","2,577.00  ","2,536.00  ",110.00    ,69.00     ,35        ,32        ,-7        ,44.96       ,0.9506    ,20.57     ,0,2023-12-22
13819,CF405C13000,"2,276.00  ","2,393.00  ","2,398.00  ","2,393.00  ","2,398.00  ","2,345.00  ",122.00    ,69.00     ,6         ,12        ,6         ,7.19        ,0.9380    ,20.03     ,0,2023-12-22
13820,CF405C13200,"2,089.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,156.00  ",67.00     ,67.00     ,0         ,0         ,0         ,0.00        ,0.9240    ,19.50     ,0,2023-12-22
13821,CF405C13400,"1,904.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,971.00  ",67.00     ,67.00     ,0         ,15        ,0         ,0.00        ,0.9060    ,18.99     ,0,2023-12-22
13822,CF405C13600,"1,724.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,788.00  ",64.00     ,64.00     ,0         ,57        ,0         ,0.00        ,0.8855    ,18.50     ,0,2023-12-22
13823,CF405C13800,"1,547.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,610.00  ",63.00     ,63.00     ,0         ,160       ,0         ,0.00        ,0.8606    ,18.02     ,0,2023-12-22
13824,CF405C14000,"1,377.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,437.00  ",60.00     ,60.00     ,0         ,473       ,0         ,0.00        ,0.8309    ,17.58     ,0,2023-12-22
13825,CF405C14200,"1,213.00  ","1,205.00  ","1,351.00  ","1,179.00  ","1,351.00  ","1,269.00  ",138.00    ,56.00     ,74        ,783       ,-25       ,48.75       ,0.7973    ,17.17     ,0,2023-12-22
13826,CF405C14400,"1,056.00  ","1,044.00  ","1,199.00  ","1,044.00  ","1,181.00  ","1,112.00  ",125.00    ,56.00     ,233       ,648       ,-86       ,133.68      ,0.7564    ,16.80     ,0,2023-12-22
13827,CF405C14600,912.00    ,893.00    ,"1,073.00  ",893.00    ,"1,047.00  ",962.00    ,135.00    ,50.00     ,120       ,880       ,-78       ,61.01       ,0.7107    ,16.47     ,0,2023-12-22
13828,CF405C14800,778.00    ,796.00    ,904.00    ,796.00    ,885.00    ,822.00    ,107.00    ,44.00     ,35        ,"1,607     ",3         ,15.08       ,0.6602    ,16.20     ,0,2023-12-22
13829,CF405C15000,655.00    ,655.00    ,755.00    ,607.00    ,738.00    ,696.00    ,83.00     ,41.00     ,"1,116     ","2,324     ",669       ,357.64      ,0.6046    ,15.98     ,0,2023-12-22
13830,CF405C15200,547.00    ,549.00    ,671.00    ,510.00    ,642.00    ,584.00    ,95.00     ,37.00     ,"1,042     ","4,682     ",691       ,320.74      ,0.5462    ,15.83     ,0,2023-12-22
13831,CF405C15400,453.00    ,461.00    ,567.00    ,418.00    ,539.00    ,484.00    ,86.00     ,31.00     ,"1,486     ","6,893     ",141       ,369.10      ,0.4866    ,15.73     ,0,2023-12-22
13832,CF405C15600,373.00    ,373.00    ,466.00    ,340.00    ,463.00    ,397.00    ,90.00     ,24.00     ,819       ,"5,632     ",127       ,168.84      ,0.4275    ,15.70     ,0,2023-12-22
13833,CF405C15800,303.00    ,305.00    ,383.00    ,273.00    ,366.00    ,326.00    ,63.00     ,23.00     ,"2,343     ","6,166     ",121       ,382.29      ,0.3713    ,15.73     ,0,2023-12-22
13834,CF405C16000,248.00    ,241.00    ,314.00    ,218.00    ,306.00    ,266.00    ,58.00     ,18.00     ,"3,790     ","13,447    ",-40       ,493.77      ,0.3195    ,15.82     ,0,2023-12-22
13835,CF405C16200,203.00    ,200.00    ,256.00    ,176.00    ,235.00    ,216.00    ,32.00     ,13.00     ,"5,889     ","14,133    ",-691      ,637.52      ,0.2722    ,15.95     ,0,2023-12-22
13836,CF405C16400,165.00    ,151.00    ,201.00    ,138.00    ,186.00    ,176.00    ,21.00     ,11.00     ,"1,433     ","6,546     ",-342      ,122.97      ,0.2305    ,16.14     ,0,2023-12-22
13837,CF405C16600,136.00    ,119.00    ,164.00    ,108.00    ,147.00    ,144.00    ,11.00     ,8.00      ,"1,224     ","7,548     ",-196      ,81.72       ,0.1954    ,16.35     ,0,2023-12-22
13838,CF405C16800,112.00    ,93.00     ,126.00    ,86.00     ,116.00    ,117.00    ,4.00      ,5.00      ,"1,602     ","5,813     ",133       ,84.20       ,0.1640    ,16.61     ,0,2023-12-22
13839,CF405C17000,93.00     ,77.00     ,100.00    ,69.00     ,93.00     ,98.00     ,0.00      ,5.00      ,"2,772     ","6,423     ",504       ,117.22      ,0.1391    ,16.88     ,0,2023-12-22
13840,CF405C17200,77.00     ,60.00     ,78.00     ,53.00     ,72.00     ,80.00     ,-5.00     ,3.00      ,"2,118     ","4,562     ",123       ,70.72       ,0.1169    ,17.18     ,0,2023-12-22
